hotel_id,hotel_name,hotel_caption,image_uri
yad312600,亀島川温泉　新川の湯　ドーミーイン東京八丁堀,"全館、全室Wi-Fi接続無料♪東京駅、上野、秋葉原、銀座、築地、舞浜すべて乗り換えなしのアクセス抜群!！ディズニーＲ、ビックサイトへも便利♪大浴場：男女別天然温泉大浴場完備(2F) サウナ・外気湯付
 
 【早割48】早期予約★割引プラン♪≪素泊まり≫
 
 
 【素泊り】癒しのシンプルステイプラン♪天然温泉大浴場完備
 
 
 【早割7】早期予約★割引プラン♪《素泊り》
 ",https://cdn.jalan.jp/jalan/images/pictM/Y0/Y312600/Y312600408.jpg
yad348123,伝馬の湯　ドーミーインＰＲＥＭＩＵＭ東京小伝馬町,"江戸文化の「粋」を随所に感じ取れる和モダンスタイル
ビジネスにも観光にも適した多彩な客室タイプ
小伝馬町・日本橋エリア初！最上階超軟水大浴場完備
朝食は約50種を揃えたこだわりの和洋バイキング

 
 【素泊り】癒しのシンプルステイ♪都会の真ん中で大浴場を満喫
 
 
 【連泊割】2泊〜3泊のご宿泊の方限定プラン☆【素泊り】
 
 
 【清掃不要のお客様限定】2泊・3泊限定★WeCo連泊プラン【素泊り】
 ",https://cdn.jalan.jp/jalan/images/pictM/Y3/Y348123/Y348123326.jpg
yad331507,ホテルインターゲート東京京橋,"このホテルだけの、ラウンジサービスが魅力！体に優しいスムージー（6：00〜7：00）やオリジナルカクテル（17：00〜19：00）。〆お夜食のお茶漬け（21：00〜23：00）多彩なメニューをご用意しております。
 
 ★じゃらん本誌掲載中★【開業記念プラン】2018年4月グランドオープン！今だけ室数限定＜素泊り＞
 
 
 【早割６０／素泊り】60日前迄の早期予約15％OFF！2018年4月OPEN 最高の朝をお届けする新コンセプトホテル
 
 
 ショートステイ19-10／素泊り　ラウンジサービス充実の新ブランドホテル
 ",https://cdn.jalan.jp/jalan/images/pictM/Y7/Y331507/Y331507103.jpg
yad339708,ベルケンホテル・神田,"東京神田にハイエンドバジェットホテルBelkenがオープン！
ビジネス、観光にも便利な地下鉄・淡路町駅から徒歩1分♪♪♪


 
 【2018年6月9日グランドオープン♪】早割１４日前プラン〜素泊まり〜
 
 
 【2018年6月9日グランドオープン♪】ベストプライス〜素泊まり〜
 
 
 【2018年6月9日グランドオープン♪】早割７日前プラン〜素泊まり〜
 ",https://cdn.jalan.jp/jalan/images/pictM/Y8/Y339708/Y339708034.jpg
yad354033,ファーストキャビン（ＦＩＲＳＴ　ＣＡＢＩＮ）秋葉原,"『コンパクト＆ラグジュアリー』をコンセプトに飛行機のファーストクラスをイメージしたコンパクトホテル※簡易宿所のため各キャビン（部屋）に鍵はかかりません◆宿泊当日朝からお荷物預かり可能です◆
 
 【男性専用】ベストレートプラン
 
 
 【女性専用】ベストレートプラン
 
 
 【女性専用】金・土２連泊☆アキバ前乗りプラン【2連泊】
 ",https://cdn.jalan.jp/jalan/images/pictM/Y3/Y354033/Y354033084.jpg
yad303873,ホテルメトロポリタン丸の内,"贅沢なロケーションの“天空ホテル”。静かな安らぎ空間でゆったりとお寛ぎください。
 
 【訳あり】消臭ルームプラン
 
 
 【JR東京駅直結】全室27階以上の高層ステイ！WEB料金プラン（12時チェックアウト）
 
 
 【訳あり】消臭ルームプラン
 ",https://cdn.jalan.jp/jalan/images/pictM/Y3/Y303873/Y303873847.jpg
yad328995,ニューセントラルホテル,"JR神田駅から徒歩2分・東京駅から1駅の好立地
全室で有線・Wi-Fi インターネット接続無料
男女大浴場（ サウナ付）完備。コインランドリーあり

■■シングル(バスなし・トイレ付）9㎡　朝食無料■■
 
 シングル喫煙ルーム（素泊まりプラン）
 
 
 シングル禁煙ルーム(素泊まりプラン)
 ",https://cdn.jalan.jp/jalan/images/pictM/Y5/Y328995/Y328995056.jpg
yad311347,丸ノ内ホテル,"東京駅丸の内北口徒歩1分、地下鉄大手町駅からは地下通路直結。
デザインコンセプトは、居心地のよさを追求したモダンジャパニズム。
東京駅前であることを忘れる、大人の静寂をめざしました。
 
 【じゃらん限定】〜じゃらんバザール☆素泊りプラン〜 （食事なし）
 
 
 【丸ノ内ホテル×スタンダード】〜素泊りプラン〜 （食事なし）
 
 
 【丸ノ内ホテル×アドバンス30】〜30日前までの早期予約プライス〜 （食事なし）
 ",https://cdn.jalan.jp/jalan/images/pictM/Y7/Y311347/Y311347227.jpg
yad377788,明神の湯　ドーミーインＰＲＥＭＩＵＭ神田,"最上階にサウナ付男女別超軟水大浴場
ご朝食は名物『蕎麦・天ぷら』のバイキング♪
湯上り処SOLA（ご宿泊者様は生ビール1杯無料）
全室禁煙！喫煙ブースフロア有
徒歩5分圏内で6駅8路線乗入れ可能
 
 【早割48】48日前早割プラン≪素泊り≫
 
 
 【素泊まり】癒しのシンプルステイプラン♪男女別超軟水大浴場完備
 
 
 【早割14】14日前早割プラン≪素泊り≫
 ",https://cdn.jalan.jp/jalan/images/pictM/Y8/Y377788/Y377788197.jpg
yad352593,三井ガーデンホテル大手町（２０１８年６月１７日オープン）,"Urban Oasisをコンセプトにデザインされた木や緑あふれる空間が、上質なやすらぎをお届けします。全室禁煙・Wi-Fi接続無料！1階にはこだわりコーヒー等をお楽しみいただけるベーカリーカフェも。
 
 【2018年6月OPEN】　STANDARD　PLAN <食事なし>
 
 
 【2018年6月OPEN】 <連泊割> 長期滞在におすすめ 〜2連泊以上でお得にステイ〜
 
 
 【東京エリア合同】SABONオリジナルアメニティセット付プラン
 ",https://cdn.jalan.jp/jalan/images/pictM/Y3/Y352593/Y352593033.jpg
yad335944,京王プレッソイン日本橋茅場町(旧：京王プレッソイン茅場町),"地下鉄茅場町駅より徒歩1分。Ｔ−ＣＡＴまで徒歩１０分で成田＆羽田空港までも便利。舞浜まで２５分☆女性も安心＆満足♪東京都内アクセス抜群なのでビジネス＆観光拠点に！館内1階にコンビニあり。
 
 ＊QUOカード１０００円＊お小遣い付き！駅チカ・無料朝食【１名利用】
 
 
 ＊QUOカード１０００円＊お小遣い付き！駅チカ・無料朝食【１名利用】
 
 
 ＊QUOカード１０００円＊お小遣い付き！駅チカ・無料朝食【１名利用】
 ",https://cdn.jalan.jp/jalan/images/pictM/Y4/Y335944/Y335944385.jpg
yad336373,アパホテル＜神田駅前＞,"都内各所へアクセス便利なJR神田駅から徒歩3分♪東京駅まで1駅、秋葉原や日本橋三越までは徒歩圏内！周辺飲食店も多数！Wi-Fi・有線LAN接続無料！枕元には携帯の充電に便利な電源＆USBポート(2.0)搭載！
 
 【素泊まり】2018年2月新築OPEN！東京駅まで1駅・神田駅から徒歩3分！Wi-Fi接続無料！
 
 
 【VOD付】50インチ大型テレビで迫力の映画を楽しめる♪162タイトル以上の最旬作品が見放題！
 
 
 【じゃらん限定】【素泊まり】ポイント10％　賢くポイントを貯めたい方お勧め♪神田駅から徒歩3分！
 ",https://cdn.jalan.jp/jalan/images/pictM/Y3/Y336373/Y336373097.jpg
yad385628,相鉄フレッサイン　東京神田【２０１８年３月１５日オープン】,"ＪＲ山手線「神田駅」徒歩4分！東京駅まで1駅、新宿まで12分、TDRまで30分の好立地♪カレーの聖地「神田」は飲食店が豊富！ビジネスマンで賑わう街は滞在に最適◎万全のセキュリティで女性にも安心☆



 
 スタンダードプラン【素泊まり】全室シモンズ社製ベッド☆全館浄水
 
 
 ☆お部屋おまかせプラン【素泊り】お日にち・室数限定☆
 
 
 【早割60】早割60プラン【素泊まり】☆60日前の予約でお得☆
 ",https://cdn.jalan.jp/jalan/images/pictM/Y8/Y385628/Y385628106.jpg
yad381123,ロイヤルパークホテル,"東京メトロ半蔵門線「水天宮前」駅直結！東京ディズニーリゾート(R)、銀座や上野など首都圏レジャーの拠点に！空港行リムジンバス乗り場も隣接の好立地♪
全客室禁煙＆小学６年生まで添い寝無料！
 
 【ベーシックプラン】ROYAL SELECTION〜スタンダードフロア（食事なし）〜
 
 
 【早期割30】ROYAL BEST PRICE〜スタンダードフロア（食事なし）〜
 
 
 【早期割60】ROYAL BEST PRICE（食事なし）
 ",https://cdn.jalan.jp/jalan/images/pictM/Y3/Y381123/Y381123800.jpg
yad386746,日本橋室町ＢＡＹ　ＨＯＴＥＬ,"【三越前駅】A6出口より徒歩3分♪
銀座・渋谷・浅草も乗換え無し！東京駅まで徒歩15分でアクセス抜群！
各階セキュリティドア・全室Wi-Fi・USBコンセント完備。コンビニも徒歩1分と便利な立地です。
 
 【男性専用】スタンダードプラン≪Wi-Fi＆USBコンセント完備／コンビニ徒歩1分／三越前まで徒歩3分≫
 
 
 【室数限定】スペシャルプライスプラン★TV付ユニット特別価格！（予約受付★3/22まで）
 
 
 【女性専用】スタンダードプラン≪安心のフロアセキュリティ完備／Wi-Fi完備／コンビニ徒歩1分≫
 ",https://cdn.jalan.jp/jalan/images/pictM/Y6/Y386746/Y386746039.jpg
yad332677,秋葉原ワシントンホテル,"■秋葉原駅中央改札口より徒歩１分■
シンプルで機能的なお部屋から秋葉原唯一の鉄道ルームも1室限定でご用意しております。
ご好評頂いているホテル自慢の種類豊富な朝食ビュッフェも是非ご賞味下さい。
 
 ◆スタンダードプラン◆【素泊まり】
 
 
 ビジネスおすすめ★選べる特典付き宿泊プラン★素泊り
 
 
 ★レディースフロアールームプラン【禁煙】★素泊まり
 ",https://cdn.jalan.jp/jalan/images/pictM/Y7/Y332677/Y332677351.jpg
yad308002,ファーストキャビン日本橋よこやま町,"駅チカ！JR、地下鉄５路線利用可！東京駅や成田・羽田へもアクセス楽々で、
都内での拠点に最適♪女性も安心の専用フロア完備でセキュリティーも万全です！
*簡易宿泊所のためお部屋に鍵は掛かりません。
 
 【女性専用】　自由なプランで東京観光を満喫！『東京☆シンプルステイ』　【女子旅】 ◇じゃらん限定◇
 
 
 【男性専用】　快適アクセス＆自由なプランで東京観光を満喫！『東京☆シンプルステイ』 ◇じゃらん限定◇
 
 
 【女性専用】　☆プチご褒美☆　女性用「リフレッシュアイテム」付き♪　シンプルステイ☆彡〜 【女子旅】
 ",https://cdn.jalan.jp/jalan/images/pictM/Y2/Y308002/Y308002034.jpg
yad313506,西鉄イン日本橋,"羽田空港から最寄人形町駅まで京急線直通40分！Ａ5出口を右に出て徒歩約4分
東京・九州のブッフェ大人気。味・種類・ボリュームに自信あり。WIFI完備。コンセント充実。
観光地へのアクセス抜群！
 
 【じゃらん限定】ポイント10％・日本橋に泊まる 人形町駅から4分の素泊まり
 
 
 2連泊以上　素泊まりプラン
 
 
 女性優先フロア　素泊まりプラン
 ",https://cdn.jalan.jp/jalan/images/pictM/Y6/Y313506/Y313506438.jpg
yad378188,ホテルリブマックス茅場町,"茅場町駅・八丁堀より徒歩2分★東京駅 舞浜へも便利！
高級ブランドシモンズベット使用ごゆっくりおくつろぎくださいませ
宿泊日当日にはお荷物のお預かりも承っております
 
 【茅場町駅より徒歩2分】７日前までのご予約でお得な早割プラン【全室シモンズベッド♪】
 
 
 【茅場町駅より徒歩2分】14日前までのご予約でお得な早割プラン【全室シモンズベッド♪】
 
 
 【茅場町駅より徒歩2分】【直前割】☆みたもの勝ち！！直前タイムセールプラン☆【全室シモンズベッド♪】
 ",https://cdn.jalan.jp/jalan/images/pictM/Y8/Y378188/Y378188112.jpg
yad334982,三井ガーデンホテル日本橋プレミア ９月１３日オープン,"江戸の中心、五街道の起点。
 「東京の要衝」の役割を果たし続ける日本橋。
 
 【スタンダード】 シンプルステイ ＜Room Only＞　〜三越前駅・新日本橋駅 地下直結〜
 
 
 【2連泊割】 長期滞在におすすめ 〜2連泊以上でお得にステイ〜 ＜Room Only＞
 
 
 【早期割 14days】　〜14日前までのご予約がお得！〜 ＜Room Only＞
 ",https://cdn.jalan.jp/jalan/images/pictM/Y2/Y334982/Y334982038.jpg
